date,total_sales,dcoilwtico,dayofweek,month,quarter,dayofyear,weekofyear,lag_7,lag_14,lag_30,lag_365,rolling_mean_7,rolling_mean_30
2014-08-03,2353.722,97.86,6,8,3,215,31,3780.808,3792.860001,11822.021,5517.759,8026.96557,8952.1907345
2014-08-04,6894.018,98.26,0,8,3,216,32,9018.717,10118.514005,8368.502,5394.977,7823.096141428571,8636.580767833333
2014-08-05,6034.11,97.34,1,8,3,217,32,9249.057,9679.421001,4429.332996,1837.975005,7519.567712857143,8587.431301166665
2014-08-06,6307.939,96.93,2,8,3,218,32,10970.33899,11188.520009,10168.345014,5594.295,7060.28957,8640.923867966667
2014-08-07,5208.132,97.34,3,8,3,219,32,9305.559,8615.948,9100.60298,5130.626,6394.2324285714285,8512.243667499999
2014-08-08,7653.309,97.61,4,8,3,220,32,7806.689,10000.73,12147.941,5952.391,5808.885714285714,8382.494634833334
2014-08-09,5666.582999,97.61,5,8,3,221,32,6057.59,8792.46503,9155.299999,4739.294,5786.9742857142855,8232.673568166667
2014-08-10,2320.304,97.61,6,8,3,222,32,2353.722,3780.808,10780.602,5630.461,5731.116142714285,8116.3830015
2014-08-11,6019.558,98.09,0,8,3,223,33,6894.018,9018.717,9308.512,3537.348996,5726.342142714287,7834.373068166667
2014-08-12,5236.424,97.36,1,8,3,224,33,6034.11,9249.057,4499.20999,1862.6440003,5601.419285571428,7724.7412681666665
2014-08-13,7177.144,97.57,2,8,3,225,33,6307.939,10970.33899,9980.273,5528.931,5487.464142714285,7749.3150685
2014-08-14,5829.916001,95.54,3,8,3,226,33,5208.132,9305.559,9225.376,4613.631,5611.636285571428,7655.877435166667
2014-08-15,6912.125999999999,97.3,4,8,3,227,33,7653.309,7806.689,11970.10502,5701.057,5700.462571428571,7542.6954352
2014-08-16,5782.00302,97.3,5,8,3,228,33,5666.582999,6057.59,8708.171,4974.404,5594.579285714286,7374.0961345333335
2014-08-17,2488.339,97.3,6,8,3,229,33,2320.304,2353.722,10811.153,5719.50098,5611.067860142857,7276.557201866667
2014-08-18,5838.877999,96.44,0,8,3,230,34,6019.558,6894.018,9713.058,4919.993996,5635.072860142856,6999.130068533334
2014-08-19,5242.299,94.35,1,8,3,231,34,5236.424,6034.11,3792.860001,1843.36,5609.261431428572,6869.990735166666
2014-08-20,6880.6880200000005,96.4,2,8,3,232,34,7177.144,6307.939,10118.514005,5127.269,5610.100717142857,6918.305368466667
2014-08-21,6034.2660000000005,93.97,3,8,3,233,34,5829.916001,5208.132,9679.421001,4658.069996,5567.749862857143,6810.377835633333
2014-08-22,6924.622,93.61,4,8,3,234,34,6912.125999999999,7653.309,11188.520009,5531.862,5596.942719857144,6688.872668933333
2014-08-23,5699.918999,93.61,5,8,3,235,34,5782.00302,5666.582999,8615.948,4568.639,5598.727862714286,6546.7427353
2014-08-24,2299.636,93.61,6,8,3,236,34,2488.339,2320.304,10000.73,5678.172998,5587.001574000001,6449.5417686
2014-08-25,5579.97,95.39,0,8,3,237,35,5838.877999,6019.558,8792.46503,4615.946,5560.044002571429,6192.838635266667
2014-08-26,5542.154,95.78,1,8,3,238,35,5242.299,5236.424,3780.808,2079.300996,5523.057145571429,6085.7554676
2014-08-27,6601.723,95.82,2,8,3,239,35,6880.6880200000005,7177.144,9018.717,5323.87,5565.893574142858,6144.467000933333
2014-08-28,4860.695,96.44,3,8,3,240,35,6034.2660000000005,5829.916001,9249.057,5163.91099,5526.041428428572,6063.900534266667
2014-08-29,7610.318998,97.86,4,8,3,241,35,6924.622,6912.125999999999,10970.33899,5864.235,5358.388428428572,5917.621800933334
2014-08-30,6532.2300000000005,97.86,5,8,3,242,35,5699.918999,5782.00302,9305.559,4654.188,5456.345142428572,5805.621134533333
2014-08-31,2912.434,97.86,6,8,3,243,35,2299.636,2488.339,7806.689,5969.395,5575.246714,5713.176834533334
2014-09-01,10969.092,97.86,0,9,3,244,36,5579.97,5838.877999,6057.59,5312.932,5662.789285428572,5550.0350012
2014-09-02,10751.012,92.92,1,9,3,245,36,5542.154,5242.299,2353.722,2604.8160000000003,6432.6638568571425,5713.751734533334
2014-09-03,12646.868,95.5,2,9,3,246,36,6601.723,6880.6880200000005,6894.018,5619.513,7176.786428285714,5993.6614012
2014-09-04,8847.568004,94.51,3,9,3,247,36,4860.695,6034.2660000000005,6034.11,5457.1720000000005,8040.378571142857,6185.423067866667
2014-09-05,11518.21403,93.32,4,9,3,248,36,7610.318998,6924.622,6307.939,6430.77699,8609.931857428572,6279.205001333334
2014-09-06,10191.576,93.32,5,9,3,249,36,6532.2300000000005,5699.918999,5208.132,5171.70902,9168.202576285714,6452.880835666668
2014-09-07,4787.518,93.32,6,9,3,250,36,2912.434,2299.636,7653.309,6155.6130299999995,9690.96629057143,6618.995635666667
2014-09-08,10839.942999,92.64,0,9,3,251,37,10969.092,5579.97,5666.582999,5474.835,9958.83543342857,6523.469268999999
2014-09-09,10222.208,92.73,1,9,3,252,37,10751.012,5542.154,2320.304,2208.753004,9940.385576142857,6695.914602333332
2014-09-10,12134.201,91.71,2,9,3,253,37,12646.868,6601.723,6019.558,5344.079000000001,9864.84214757143,6959.311402333334
2014-09-11,9783.738996,92.89,3,9,3,254,37,8847.568004,4860.695,5236.424,4829.3150000000005,9791.604004714285,7163.132835666666
2014-09-12,10121.306,92.18,4,9,3,255,37,11518.21403,7610.318998,7177.144,6098.9039999999995,9925.342717857142,7314.7100021999995
2014-09-13,9576.454,92.18,5,9,3,256,37,10191.576,6532.2300000000005,5829.916001,5374.129,9725.784427857143,7412.848735533334
2014-09-14,5032.4210005,92.18,6,9,3,257,37,4787.518,2912.434,6912.125999999999,5906.79599,9637.90985642857,7537.7333355
2014-09-15,9379.699,92.86,0,9,3,258,38,10839.942999,10969.092,5782.00302,5351.597,9672.895999357143,7475.076502183334
2014-09-16,9769.906,94.91,1,9,3,259,38,10222.208,10751.012,2488.339,2554.649004,9464.289713785713,7594.999701516667
2014-09-17,12013.201995,94.33,2,9,3,260,38,12134.201,12646.868,5838.877999,6000.15899,9399.675142357142,7837.718601516666
2014-09-18,8527.191,93.07,3,9,3,261,38,9783.738996,8847.568004,5242.299,5010.839,9382.389570214287,8043.529401383334
2014-09-19,10086.329,92.43,4,9,3,262,38,10121.306,11518.21403,6880.6880200000005,5642.8009999999995,9202.882713642857,8153.025801383334
2014-09-20,10740.699999,92.43,5,9,3,263,38,9576.454,10191.576,6034.2660000000005,5064.11799,9197.885999357144,8259.880500716667
2014-09-21,4808.599001,92.43,6,9,3,264,38,5032.4210005,4787.518,6924.622,5621.10698,9364.206856357143,8416.761634016666
2014-09-22,8939.85,91.46,0,9,3,265,39,9379.699,10839.942999,5699.918999,5573.482,9332.232285,8346.22753405
2014-09-23,9219.73699,91.55,1,9,3,266,39,9769.906,10222.208,2299.636,2216.21,9269.396713571428,8454.225234083333
2014-09-24,12576.187,93.6,2,9,3,267,39,12013.201995,12134.201,5579.97,5487.169,9190.801140714286,8684.895267083333
2014-09-25,9321.836001,93.59,3,9,3,268,39,8527.191,9783.738996,5542.154,5622.482002,9271.227570000001,8918.102500416666
2014-09-26,9878.165996,95.55,4,9,3,269,39,10086.329,10121.306,6601.723,6198.481,9384.748284428571,9044.09190045
2014-09-27,10779.00199,95.55,5,9,3,270,39,10740.699999,9576.454,4860.695,5245.918,9355.010712428571,9153.306666983333
2014-09-28,4752.113,95.55,6,9,3,271,39,4808.599001,5032.4210005,7610.318998,6130.22,9360.482425428572,9350.583566649999
2014-09-29,9997.416,94.53,0,9,3,272,40,8939.85,9379.699,6532.2300000000005,5268.831,9352.412996714285,9255.310033383334
2014-09-30,9332.828,91.17,1,9,3,273,40,9219.73699,9769.906,2912.434,2694.199,9503.493853857142,9370.816233383335
2014-10-01,14093.202,90.74,2,10,4,274,40,12576.187,12013.201995,10969.092,5716.80702,9519.64971242857,9584.829366716667
2014-10-02,10415.538,91.02,3,10,4,275,40,9321.836001,8527.191,10751.012,6542.956,9736.366141,9688.966366716666
2014-10-03,12998.612017,89.76,4,10,4,276,40,9878.165996,10086.329,12646.868,7378.66,9892.609283714284,9677.78390005
2014-10-04,11982.685,89.76,5,10,4,277,40,10779.00199,10740.699999,8847.568004,5434.25602,10338.387286714287,9689.508700616665
2014-10-05,4996.582,89.76,6,10,4,278,40,4752.113,4808.599001,11518.21403,6844.98,10510.342002428572,9794.012600483333
2014-10-06,9985.157,90.33,0,10,4,279,41,9997.416,8939.85,10191.576,5555.94802,10545.266145285714,9576.624866150001
2014-10-07,9149.682,88.89,1,10,4,280,41,9332.828,9219.73699,4787.518,2523.411,10543.514859571429,9569.744232816667
2014-10-08,12656.043,87.29,2,10,4,281,41,14093.202,12576.187,10839.942999,5765.59299,10517.351145285715,9715.149699483332
2014-10-09,9144.302,85.76,3,10,4,282,41,10415.538,9321.836001,10222.208,5732.352,10312.042716714286,9775.686366183334
2014-10-10,5455.48,85.87,4,10,4,283,41,12998.612017,9878.165996,12134.201,6104.3669899999995,10130.437573857142,9739.756166183332
2014-10-11,8605.298,85.87,5,10,4,284,41,11982.685,10779.00199,9783.738996,5369.694,9052.847285714286,9517.13213285
2014-10-12,4161.074,85.87,6,10,4,285,41,4996.582,4752.113,10121.306,4216.15304,8570.363428571427,9477.850766316667
2014-10-13,9958.743,85.73,0,10,4,286,42,9985.157,9997.416,9576.454,4028.236,8451.005142857142,9279.176366316668
2014-10-14,10530.82402,81.72,1,10,4,287,42,9149.682,9332.828,5032.4210005,2329.071,8447.231714285715,9291.919332983332
2014-10-15,12210.3065,81.82,2,10,4,288,42,12656.043,14093.202,9379.699,5285.17,8644.537717142857,9475.199433633334
2014-10-16,9387.887,82.33,3,10,4,289,42,9144.302,10415.538,9769.906,5423.21,8580.861074285714,9569.553016966667
2014-10-17,10479.597,82.8,4,10,4,290,42,5455.48,12998.612017,12013.201995,6121.037,8615.658931428572,9556.819050299999
2014-10-18,11063.902,82.8,5,10,4,291,42,8605.298,11982.685,8527.191,5657.76498,9333.389931428572,9505.698883800002
2014-10-19,5440.934,82.8,6,10,4,292,42,4161.074,4996.582,10086.329,6565.253,9684.619074285714,9590.255917133332
2014-10-20,9833.982,82.76,0,10,4,293,43,9958.743,9985.157,10740.699999,5723.31102,9867.456217142857,9435.409417133335
2014-10-21,8768.161,83.25,1,10,4,294,43,10530.82402,9149.682,4808.599001,2550.309995,9849.633217142857,9405.185483833333
2014-10-22,12626.88498,80.52,2,10,4,295,43,12210.3065,12656.043,8939.85,5879.459,9597.824214285714,9537.1708838
2014-10-23,8583.776996,82.81,3,10,4,296,43,9387.887,9144.302,9219.73699,5429.208,9657.335425714287,9660.0720498
2014-10-24,10218.456004,81.27,4,10,4,297,43,10479.597,5455.48,12576.187,6429.41099,9542.462568,9638.873383333334
2014-10-25,9671.527005,81.27,5,10,4,298,43,11063.902,8605.298,9321.836001,4811.803004,9505.156711428572,9560.282350133331
2014-10-26,5161.1,81.27,6,10,4,299,43,5440.934,4161.074,9878.165996,6262.030001,9306.245997857142,9571.938716933333
2014-10-27,10133.547998,81.26,0,10,4,300,44,9833.982,9958.743,10779.00199,5558.935,9266.26971214286,9414.703183733332
2014-10-28,8414.216,81.36,1,10,4,301,44,8768.161,10530.82402,4752.113,2676.07501,9309.064854714286,9393.188050666668
2014-10-29,12226.11198,82.25,2,10,4,302,44,12626.88498,12210.3065,9997.416,5494.163,9258.501283285714,9515.258150666667
2014-10-30,9255.495,81.06,3,10,4,303,44,8583.776996,9387.887,9332.828,5739.276,9201.247997571429,9589.548016666666
2014-10-31,11131.58,80.53,4,10,4,304,44,10218.456004,10479.597,14093.202,5845.980006,9297.207712428572,9586.97025
2014-11-01,7928.994000000001,80.53,5,11,4,305,44,9671.527005,11063.902,10415.538,5137.648,9427.653997571428,9488.249516666667
2014-11-02,3242.056,80.53,6,11,4,306,44,5161.1,5440.934,12998.612017,7045.107,9178.720711142858,9405.364716666667
2014-11-03,4472.1199990000005,78.77,0,11,4,307,45,10133.547998,9833.982,11982.685,5140.715,8904.571568285714,9080.146182766668
2014-11-04,10387.528,77.15,1,11,4,308,45,8414.216,8768.161,4996.582,2613.706001,8095.796139857143,8829.794016066668
2014-11-05,14717.784,78.71,2,11,4,309,45,12226.11198,12626.88498,9985.157,5930.201,8377.697854142858,9009.492216066667
2014-11-06,9689.043,77.87,3,11,4,310,45,9255.495,8583.776996,9149.682,6376.740004,8733.650999857144,9167.2464494
2014-11-07,10642.417998,78.71,4,11,4,311,45,11131.58,10218.456004,12656.043,6596.109,8795.586428428573,9185.225149400001
2014-11-08,10069.003,78.71,5,11,4,312,45,7928.994000000001,9671.527005,9144.302,5574.360001,8725.706142428571,9118.104316
2014-11-09,4750.965998000001,78.71,6,11,4,313,45,3242.056,5161.1,5455.48,7560.176,9031.421713857142,9148.927682666666
2014-11-10,9189.821,77.43,0,11,4,314,46,4472.1199990000005,10133.547998,8605.298,5711.29,9246.980285000001,9125.4438826
2014-11-11,9717.118,77.85,1,11,4,315,46,10387.528,8414.216,4161.074,2787.438,9920.937570857142,9144.9279826
2014-11-12,12185.867,77.16,2,11,4,316,46,14717.784,12226.11198,9958.743,5828.91598,9825.164713714286,9330.129449266668
2014-11-13,9262.553009,74.13,3,11,4,317,46,9689.043,9255.495,10530.82402,5235.32,9463.462285142858,9404.366915933333
2014-11-14,9809.377,75.91,4,11,4,318,46,10642.417998,11131.58,12210.3065,7397.795,9402.535143571427,9362.091215566668
2014-11-15,10471.291,75.91,5,11,4,319,46,10069.003,7928.994000000001,9387.887,5834.099,9283.529286714285,9282.060232233334
2014-11-16,5420.276,75.91,6,11,4,320,46,4750.965998000001,3242.056,10479.597,6829.481,9340.999001,9318.173698900002
2014-11-17,10206.562999,75.64,0,11,4,321,47,9189.821,4472.1199990000005,11063.902,5812.263,9436.614715571428,9149.529665566666
2014-11-18,10905.223,74.55,1,11,4,322,47,9717.118,10387.528,5440.934,2389.143,9581.863572571428,9120.951698866667
2014-11-19,12583.195,74.55,2,11,4,323,47,12185.867,14717.784,9833.982,6396.04003,9751.592858285714,9303.094665533334
2014-11-20,9345.748,75.63,3,11,4,324,47,9262.553009,9689.043,8768.161,6475.073999,9808.354001142858,9394.735098866666
2014-11-21,10196.284996,76.52,4,11,4,325,47,9809.377,10642.417998,12626.88498,7099.558,9820.238999857143,9413.987998866667
2014-11-22,10008.385,76.52,5,11,4,326,47,10471.291,10069.003,8583.776996,5481.0779999999995,9875.511570714285,9332.9679994
2014-11-23,5028.03899,76.52,6,11,4,327,47,5420.276,4750.965998000001,10218.456004,6937.855,9809.382142142857,9380.454932866669
2014-11-24,9546.543,75.74,0,11,4,328,48,10206.562999,9189.821,9671.527005,5538.412,9753.348283571428,9207.4410324
2014-11-25,9275.025995,74.04,1,11,4,329,48,10905.223,9717.118,5161.1,2329.674003,9659.059712285714,9203.274898900001
2014-11-26,13066.438002,73.7,2,11,4,330,48,12583.195,12185.867,10133.547998,6508.036,9426.174425857142,9340.405765399999
2014-11-27,8407.379011,73.7,3,11,4,331,48,9345.748,9262.553009,8414.216,5917.107,9495.209140428571,9438.168765533333
2014-11-28,10104.487,65.94,4,11,4,332,48,10196.284996,9809.377,12226.11198,6767.215,9361.156427714286,9437.9408659
2014-11-29,9693.379004,65.94,5,11,4,333,48,10008.385,10471.291,9255.495,5409.573,9348.042428285715,9367.220033233334
2014-11-30,4868.091998,65.94,6,11,4,334,48,5028.03899,5420.276,11131.58,6520.255,9303.041571714286,9381.8161667
2014-12-01,11009.652004,68.98,0,12,4,335,49,9546.543,10206.562999,7928.994000000001,6046.876,9280.192001428572,9173.0332333
2014-12-02,9985.882999,66.99,1,12,4,336,49,9275.025995,10905.223,3242.056,2846.616008,9489.207573428572,9275.721833433334
2014-12-03,13598.77,67.3,2,12,4,337,49,13066.438002,12583.195,4472.1199990000005,6691.943,9590.758574000001,9500.516066733333
2014-12-04,10817.062,66.73,3,12,4,338,49,8407.379011,9345.748,10387.528,6333.197996,9666.806002285713,9804.737733433334
2014-12-05,10996.84596,65.89,4,12,4,339,49,10104.487,10196.284996,14717.784,9158.644999,10011.046429285716,9819.055533433333
2014-12-06,8846.294,65.89,5,12,4,340,49,9693.379004,10008.385,9689.043,5920.25,10138.526280714286,9695.024265433334
2014-12-07,4674.22,65.89,6,12,4,341,49,4868.091998,5028.03899,10642.417998,3094.035005,10017.514137285714,9666.9326321
2014-12-08,10686.636,63.13,0,12,4,342,50,11009.652004,9546.543,10069.003,5387.647004,9989.81813757143,9467.992698833335
2014-12-09,10861.7821,63.74,1,12,4,343,50,9985.882999,9275.025995,4750.965998000001,2435.633,9943.672994142858,9488.580465500001
2014-12-10,15642.7368,60.99,2,12,4,344,50,13598.77,13066.438002,9189.821,6442.102,10068.801437142858,9692.274335566668
2014-12-11,11736.022,60.01,3,12,4,345,50,10817.062,8407.379011,9717.118,7488.41498,10360.796694285715,9907.3715289
2014-12-12,10623.036,57.81,4,12,4,346,50,10996.84596,10104.487,12185.867,8486.091,10492.076694285715,9974.6683289
2014-12-13,10683.493995,57.81,5,12,4,347,50,8846.294,9693.379004,9262.553009,7966.511,10438.67527142857,9922.573962233333
2014-12-14,5008.342,57.81,6,12,4,348,50,4674.22,4868.091998,9809.377,7629.721,10701.13241357143,9969.938661766668
2014-12-15,11730.244,55.96,0,12,4,349,51,10686.636,11009.652004,10471.291,7158.148,10748.864127857143,9809.904161766666
2014-12-16,12286.737999,55.97,1,12,4,350,51,10861.7821,9985.882999,5420.276,3157.155,10897.950985000001,9851.869261766666
2014-12-17,13995.168,56.43,2,12,4,351,51,15642.7368,13598.77,10206.562999,7651.485999,11101.516113428572,10080.751328399998
2014-12-18,11976.336026,54.18,3,12,4,352,51,11736.022,10817.062,10905.223,6812.793000000001,10866.149142,10207.038161766666
2014-12-19,13083.348,56.91,4,12,4,353,51,10623.036,10996.84596,12583.195,9382.83803,10900.479717142856,10242.741929300002
2014-12-20,12562.634,56.91,5,12,4,354,51,10683.493995,8846.294,9345.748,7930.986,11251.952860000001,10259.413695966668
2014-12-21,7662.177101,56.91,6,12,4,355,51,5008.342,4674.22,10196.284996,10906.77801,11520.401432142857,10366.6432293
2014-12-22,13743.308,55.25,0,12,4,356,52,11730.244,10686.636,10008.385,8320.063,11899.520732285715,10282.172966133334
2014-12-23,13523.496,56.78,1,12,4,357,52,12286.737999,10861.7821,5028.03899,5450.8460000000005,12187.101303714286,10406.670399466666
2014-12-24,12834.101,55.7,2,12,4,358,52,13995.168,15642.7368,9546.543,11476.883,12363.781018142856,10689.8522998
2014-12-26,9701.673,54.59,4,12,4,360,52,11976.336026,11736.022,9275.025995,8536.046,12197.914303857144,10799.437566466666
2014-12-27,6548.209,54.59,5,12,4,361,52,13083.348,10623.036,13066.438002,6151.595,11872.962443,10813.659133300001
2014-12-28,2818.98,54.59,6,12,4,362,52,12562.634,10683.493995,8407.379011,7440.179,10939.371157285716,10596.384833233335
2014-12-29,9580.585,53.46,0,12,4,363,1,7662.177101,5008.342,10104.487,4532.439,9547.420585857142,10410.104866200001
2014-12-30,11038.835,54.14,1,12,4,364,1,13743.308,11730.244,9693.379004,1819.251996,9821.478857142856,10392.641466199999
2014-12-31,10756.988,53.45,2,12,4,365,1,13523.496,12286.737999,4868.091998,5754.39498,9435.12557142857,10437.489999399999
2015-01-01,0.0,53.45,3,1,1,1,1,12834.101,13995.168,11009.652004,4618.153,9039.910142857143,10633.7865328
2015-01-02,4797.803,52.72,4,1,1,2,1,9701.673,11976.336026,9985.882999,0.0,7206.467142857143,10266.798132666669
2015-01-03,5270.969,52.72,5,1,1,3,1,6548.209,13083.348,13598.77,12034.864999,6505.914285714285,10093.862132700002
2015-01-04,3035.146999,52.72,6,1,1,4,1,2818.98,12562.634,10817.062,11700.4514,6323.451428571428,9816.268766033334
2015-01-05,8494.916000000001,50.05,0,1,1,5,2,9580.585,7662.177101,10996.84596,10863.582,6354.332428428571,9556.871599333334
2015-01-06,6931.214004,47.98,1,1,1,6,2,11038.835,13743.308,8846.294,4634.573,6199.236856999999,9473.473934000001
2015-01-07,8341.813,48.69,2,1,1,7,2,10756.988,13523.496,4674.22,10766.978,5612.433857571428,9409.637934133334
2015-01-08,6301.89,48.8,3,1,1,8,2,0.0,12834.101,10686.636,9582.605009,5267.408857571429,9531.891034133332
2015-01-09,7622.522,48.35,4,1,1,9,2,4797.803,9701.673,10861.7821,13372.519,6167.678857571429,9385.732834133332
2015-01-10,7375.163,48.35,5,1,1,10,2,5270.969,6548.209,15642.7368,9817.64,6571.210143285714,9277.757497466666
2015-01-11,2930.321,48.35,6,1,1,11,2,3035.146999,2818.98,11736.022,10688.5596,6871.809286142858,9002.171704133334
2015-01-12,7320.509,46.06,0,1,1,12,3,8494.916000000001,9580.585,10623.036,10123.369896,6856.834143428571,8708.648337466666
2015-01-13,7260.772019999999,45.92,1,1,1,13,3,6931.214004,11038.835,10683.493995,4477.641,6689.061714857143,8598.564104133333
2015-01-14,7455.815,48.49,2,1,1,14,3,8341.813,10756.988,5008.342,10587.845,6736.141431428571,8484.473371633334
2015-01-15,5525.603,46.37,3,1,1,15,3,6301.89,0.0,11730.244,9212.402,6609.570288571428,8566.055804966667
2015-01-16,7622.985,48.49,4,1,1,16,3,7622.522,4797.803,12286.737999,12945.3155,6498.672145714286,8359.2344383
2015-01-17,7521.470998,48.49,5,1,1,17,3,7375.163,5270.969,13995.168,8728.828001,6498.738288571428,8203.776005
2015-01-18,2915.434,48.49,6,1,1,18,3,2930.321,3035.146999,11976.336026,11014.48993,6519.639431142858,7987.986104933333
2015-01-19,7185.957,48.49,0,1,1,19,4,7320.509,8494.916000000001,13083.348,10084.039,6517.512716857143,7685.9560374
2015-01-20,6244.418000000001,46.79,1,1,1,20,4,7260.772019999999,6931.214004,12562.634,4611.47,6498.291002571429,7489.3763374
2015-01-21,7495.845,47.85,2,1,1,21,4,7455.815,8341.813,7662.177101,9262.299,6353.097571142856,7278.7691374
2015-01-22,6531.595,45.93,3,1,1,22,4,5525.603,6301.89,13743.308,10658.405,6358.816142571429,7273.224734033333
2015-01-23,7298.337,45.26,4,1,1,23,4,7622.985,7622.522,13523.496,12342.9955,6502.529285428572,7032.834300699999
2015-01-24,6537.567,45.26,5,1,1,24,4,7521.470998,7375.163,12834.101,9154.47502,6456.150999714286,6825.3290007000005
2015-01-25,2610.260998,45.26,6,1,1,25,4,2915.434,2930.321,9701.673,11079.889104,6315.593285714286,6615.444534033334
2015-01-26,6404.881,44.8,0,1,1,26,5,7185.957,7320.509,6548.209,8688.380995,6271.997142571429,6379.064133966666
2015-01-27,5989.554,45.84,1,1,1,27,5,6244.418000000001,7260.772019999999,2818.98,4675.985,6160.414856857143,6374.286533966666
2015-01-28,7486.48202,44.08,2,1,1,28,5,7495.845,7455.815,9580.585,9643.89702,6124.005714,6479.972333966666
2015-01-29,6773.12702,44.12,3,1,1,29,5,6531.595,5525.603,11038.835,8987.657,6122.668145428572,6410.1689013
2015-01-30,8636.572002,47.79,4,1,1,30,5,7298.337,7622.985,10756.988,12354.5677,6157.172719714285,6267.9786353
2015-01-31,7274.061,47.79,5,1,1,31,5,6537.567,7521.470998,0.0,8977.837,6348.3491485714285,6197.298102033334
2015-02-01,3249.462,47.79,6,2,1,32,5,2610.260998,2915.434,4797.803,10591.1898,6453.562577142859,6439.766802033333
2015-02-02,7915.997,49.25,0,2,1,33,6,6404.881,7185.957,5270.969,6642.345,6544.877006000001,6388.155435366667
2015-02-03,7162.597,53.04,1,2,1,34,6,5989.554,6244.418000000001,3035.146999,2490.672988,6760.750720285715,6476.323035366667
2015-02-04,7345.590999999999,48.45,2,2,1,35,6,7486.48202,7495.845,8494.916000000001,6181.2740005000005,6928.328291714286,6613.904702066667
2015-02-05,5934.152986,50.48,3,2,1,36,6,6773.12702,6531.595,6931.214004,5704.709001,6908.201003142857,6575.593868733335
2015-02-06,7519.287,51.66,4,2,1,37,6,8636.572002,7298.337,8341.813,7413.17698,6788.347569714286,6542.358501466666
2015-02-07,6761.33098,51.66,5,2,1,38,6,7274.061,6537.567,6301.89,5684.777,6628.735426571428,6514.940968133334
2015-02-08,3035.288,51.66,6,2,1,39,6,3249.462,2610.260998,7622.522,6527.8828,6555.488280857143,6530.255667466667
2015-02-09,6558.348980000001,52.99,0,2,1,40,7,7915.997,6404.881,7375.163,6081.824998,6524.891995142857,6377.347867466667
2015-02-10,6830.423,50.06,1,2,1,41,7,7162.597,5989.554,2930.321,2393.5139994,6330.942278,6350.120733466667
2015-02-11,6718.368,48.8,2,2,1,42,7,7345.590999999999,7486.48202,7320.509,5819.104,6283.4888494285715,6480.1241334666665
2015-02-12,6056.028,51.17,3,2,1,43,7,5934.152986,6773.12702,7260.772019999999,6135.15099,6193.885563714286,6460.0527668
2015-02-13,7323.950989,52.66,4,2,1,44,7,7519.287,8636.572002,7455.815,7494.975996,6211.2962800000005,6419.8946328
2015-02-14,5419.901,52.66,5,2,1,45,7,6761.33098,7274.061,5525.603,5631.581,6183.391135571428,6415.499165766667
2015-02-15,1926.741,52.66,6,2,1,46,7,3035.288,3249.462,7622.985,7060.89,5991.7582812857145,6411.975765766667
2015-02-16,2053.522,52.66,0,2,1,47,8,6558.348980000001,7915.997,7521.470998,6569.446,5833.394424142856,6222.100965766667
2015-02-17,1858.562,53.56,1,2,1,48,8,6830.423,7162.597,2915.434,2770.94799,5189.847712714286,6039.835999166667
2015-02-18,7123.381,52.13,2,2,1,49,8,6718.368,7345.590999999999,7185.957,5684.369000000001,4479.581855571429,6004.6069325
2015-02-19,5408.486,51.12,3,2,1,50,8,6056.028,5934.152986,6244.418000000001,6545.479,4537.440855571428,6002.5210658333335
2015-02-20,7950.327,49.95,4,2,1,51,8,7323.950989,7519.287,7495.845,6782.931,4444.934855571429,5974.656665833333
2015-02-21,7214.185,49.95,5,2,1,52,8,5419.901,6761.33098,6531.595,5634.373,4534.4171428571435,5989.806065833333
2015-02-22,2932.0750000000003,49.95,6,2,1,53,8,1926.741,3035.288,7298.337,6018.0306,4790.743428571428,6012.559065833334
2015-02-23,6769.553,49.56,0,2,1,54,9,2053.522,6558.348980000001,6537.567,6236.9529999999995,4934.362571428572,5867.016999166666
2015-02-24,6157.185001,48.48,1,2,1,55,9,1858.562,6830.423,2610.260998,2334.053,5608.081285714286,5874.749865833333
2015-02-25,7147.01298,50.25,2,2,1,56,9,7123.381,6718.368,6404.881,6140.983,6222.170285857143,5992.980665933334
2015-02-26,5764.931999,47.65,3,2,1,57,9,5408.486,6056.028,5989.554,5916.78798,6225.546283000001,6017.718398600001
2015-02-27,7717.962,49.84,4,2,1,58,9,7950.327,7323.950989,7486.48202,6044.604,6276.46714,6010.230998566667
2015-02-28,6960.8,49.84,5,2,1,59,9,7214.185,5419.901,6773.12702,4832.924,6243.27214,6017.9469979000005
2015-03-01,3324.632,49.84,6,3,1,60,9,2932.0750000000003,1926.741,8636.572002,6684.7386,6207.074282857144,6024.2027639
2015-03-02,6953.34,49.59,0,3,1,61,10,6769.553,2053.522,7274.061,8303.31698,6263.153854285714,5847.138097166667
2015-03-03,7073.354,50.43,1,3,1,62,10,6157.185001,1858.562,3249.462,2341.381,6289.409140000001,5836.4473971666675
2015-03-04,7540.497,51.53,2,3,1,63,10,7147.01298,7123.381,7915.997,2960.415,6420.290425571429,5963.910463833334
2015-03-05,6554.471,50.76,3,3,1,64,10,5764.931999,5408.486,7162.597,3861.036,6476.502428428571,5951.393797166666
2015-03-06,7240.657999999999,49.61,4,3,1,65,10,7717.962,7950.327,7345.590999999999,13222.915,6589.2937142857145,5931.122930500001
2015-03-07,7828.779001,49.61,5,3,1,66,10,6960.8,7214.185,5934.152986,10616.6151,6521.1074285714285,5927.625163833333
